userId,objectId,rating,timestamp
17,32,1.0,1.0
18,2,2.0,2.0
18,5,1.0,1.0
18,10,2.0,2.0
18,11,5.0,5.0
18,69,3.0,3.0
18,89,5.0,5.0
18,14,5.0,5.0
18,29,3.0,3.0
18,3,5.0,5.0
18,8,5.0,5.0
18,74,2.0,2.0
18,1,4.0,4.0
18,12,4.0,4.0
18,15,5.0,5.0
18,19,3.0,3.0
18,79,1.0,1.0
18,85,3.0,3.0
18,39,4.0,4.0
18,0,4.0,4.0
18,37,4.0,4.0
18,9,3.0,3.0
18,71,3.0,3.0
18,18,1.0,1.0
18,16,2.0,2.0
18,23,1.0,1.0
18,75,5.0,5.0
18,4,1.0,1.0
18,93,2.0,2.0
18,21,4.0,4.0
18,66,3.0,3.0
18,72,1.0,1.0
18,7,2.0,2.0
18,50,2.0,2.0
18,30,2.0,2.0
18,20,4.0,4.0
